sentence,intent
I need to make status a string column,TYPE_CAST
I want to exclude abnormal price values,REMOVE_OUTLIERS_COLUMN
can you clean outliers from price,REMOVE_OUTLIERS_COLUMN
get rid of department,DROP_COLUMN
typecast city into string,TYPE_CAST
I want to clean empty data in city using mode,FILL_NA
set status datatype as float,TYPE_CAST
could you drop status,DROP_COLUMN
exclude city column,DROP_COLUMN
transform department using label encoder,LABEL_ENCODE_COLUMN
convert experience to z scores,STANDARDIZE_COLUMN
remove category attribute completely,DROP_COLUMN
detect and remove outliers for age,REMOVE_OUTLIERS_COLUMN
z-score normalize score,STANDARDIZE_COLUMN
convert gender to int,TYPE_CAST
please drop column status,DROP_COLUMN
"I need to rescale score to [0,1]",NORMALIZE_COLUMN
I need to update category type to string,TYPE_CAST
status remove,DROP_COLUMN
fill missing values in city using most common value,FILL_NA
convert rating to 0-1 range,NORMALIZE_COLUMN
kindly assign labels to status,LABEL_ENCODE_COLUMN
status encode,LABEL_ENCODE_COLUMN
discard the country field,DROP_COLUMN
I want to apply average imputation on city,FILL_NA
change department into string,TYPE_CAST
standard scale salary,STANDARDIZE_COLUMN
kindly resolve null issue in country,FILL_NA
remove category attribute completely,DROP_COLUMN
I need to remove redundant rows,REMOVE_DUPLICATES_ROWS
kindly turn country into string,TYPE_CAST
replace all empty in department by mode,FILL_NA
remove the status feature,DROP_COLUMN
gender encode,LABEL_ENCODE_COLUMN
get rid of duplicate rows,REMOVE_DUPLICATES_ROWS
delete category from the dataset,DROP_COLUMN
can you erase country,DROP_COLUMN
map department categories to numbers,LABEL_ENCODE_COLUMN
apply label encoding to category,LABEL_ENCODE_COLUMN
help me to deduplicate the dataset,REMOVE_DUPLICATES_ROWS
transform age to zero mean and unit variance,STANDARDIZE_COLUMN
transform category using label encoder,LABEL_ENCODE_COLUMN
kindly make score between 0 and 1,NORMALIZE_COLUMN
please remove duplicate rows,REMOVE_DUPLICATES_ROWS
convert city to numbers,LABEL_ENCODE_COLUMN
can you transform age to zero mean and unit variance,STANDARDIZE_COLUMN
please drop column country,DROP_COLUMN
can you apply label encoding to category,LABEL_ENCODE_COLUMN
perform normalization on quantity,NORMALIZE_COLUMN
could you convert age to 0-1 range,NORMALIZE_COLUMN
can you map country categories to numbers,LABEL_ENCODE_COLUMN
apply min max scaling to age,NORMALIZE_COLUMN
kindly drop city,DROP_COLUMN
kindly apply min max scaling to rating,NORMALIZE_COLUMN
drop column city,DROP_COLUMN
fix empty values in gender with most common value,FILL_NA
perform missing value imputation on country using most common value,FILL_NA
could you encode status,LABEL_ENCODE_COLUMN
city encode,LABEL_ENCODE_COLUMN
keep only unique rows,REMOVE_DUPLICATES_ROWS
could you get rid of outliers in price,REMOVE_OUTLIERS_COLUMN
could you category convert to int,TYPE_CAST
department remove,DROP_COLUMN
convert experience to 0-1 range,NORMALIZE_COLUMN
exclude abnormal quantity values,REMOVE_OUTLIERS_COLUMN
detect and remove outliers for income,REMOVE_OUTLIERS_COLUMN
remove outliers in price,REMOVE_OUTLIERS_COLUMN
can you remove duplicate rows,REMOVE_DUPLICATES_ROWS
status delete,DROP_COLUMN
"can you rescale salary to [0,1]",NORMALIZE_COLUMN
help me to encode categories in status as integers,LABEL_ENCODE_COLUMN
can you standardize price,STANDARDIZE_COLUMN
make category a float column,TYPE_CAST
apply most frequent value imputation on status,FILL_NA
transform gender using label encoder,LABEL_ENCODE_COLUMN
kindly make salary between 0 and 1,NORMALIZE_COLUMN
convert department to numbers,LABEL_ENCODE_COLUMN
perform normalization on price,NORMALIZE_COLUMN
erase status,DROP_COLUMN
make department a int column,TYPE_CAST
eliminate column named category,DROP_COLUMN
clean missing data in category using median,FILL_NA
convert category into numeric labels,LABEL_ENCODE_COLUMN
fix missing values in city with median,FILL_NA
help me to update country type to integer,TYPE_CAST
I want to apply label encoding to category,LABEL_ENCODE_COLUMN
I need to apply label encoding to status,LABEL_ENCODE_COLUMN
please fill unknown values in category using median,FILL_NA
replace empty data in category with most frequent value,FILL_NA
please make salary between 0 and 1,NORMALIZE_COLUMN
z-score normalize score,STANDARDIZE_COLUMN
rescale experience using min max normalization,NORMALIZE_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
clean duplicate observations,REMOVE_DUPLICATES_ROWS
fix missing values in category with average,FILL_NA
can you filter extreme values from score,REMOVE_OUTLIERS_COLUMN
gender should be integer,TYPE_CAST
detect and remove outliers for rating,REMOVE_OUTLIERS_COLUMN
apply mode imputation on department,FILL_NA
handle null values for department with median,FILL_NA
help me to use most common value strategy to treat undefined values in category,FILL_NA
replace blank data in city with most common value,FILL_NA
category label encoding,LABEL_ENCODE_COLUMN
exclude status column,DROP_COLUMN
I want to set gender datatype as string,TYPE_CAST
convert gender to numbers,LABEL_ENCODE_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
drop column gender,DROP_COLUMN
drop anomalous data points in price,REMOVE_OUTLIERS_COLUMN
kindly clean duplicates,REMOVE_DUPLICATES_ROWS
city label encoding,LABEL_ENCODE_COLUMN
score standardization,STANDARDIZE_COLUMN
category should be string,TYPE_CAST
replace NaN data in category with most common value,FILL_NA
I want to exclude category column,DROP_COLUMN
please convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
deduplicate the dataset,REMOVE_DUPLICATES_ROWS
get rid of city,DROP_COLUMN
discard the department field,DROP_COLUMN
"rescale income to [0,1]",NORMALIZE_COLUMN
kindly exclude city column,DROP_COLUMN
replace all empty in city by mean,FILL_NA
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
kindly quantity standardization,STANDARDIZE_COLUMN
typecast category into integer,TYPE_CAST
"rescale salary to [0,1]",NORMALIZE_COLUMN
kindly set status datatype as integer,TYPE_CAST
kindly clean duplicates,REMOVE_DUPLICATES_ROWS
scale rating between 0 and 1,NORMALIZE_COLUMN
please z-score normalize quantity,STANDARDIZE_COLUMN
bring income to range 0 and 1,NORMALIZE_COLUMN
replace all missing in category by median,FILL_NA
I want to experience standardization,STANDARDIZE_COLUMN
help me to no duplicate rows,REMOVE_DUPLICATES_ROWS
please fill empty values in gender using most frequent value,FILL_NA
convert categorical values in status to labels,LABEL_ENCODE_COLUMN
apply label encoding to category,LABEL_ENCODE_COLUMN
help me to deduplicate the dataset,REMOVE_DUPLICATES_ROWS
"could you rescale quantity to [0,1]",NORMALIZE_COLUMN
drop column country,DROP_COLUMN
turn department into float,TYPE_CAST
fill na in city using mean,FILL_NA
eliminate column named category,DROP_COLUMN
encode categories in gender as integers,LABEL_ENCODE_COLUMN
please cast country as string,TYPE_CAST
apply label encoding to status,LABEL_ENCODE_COLUMN
standard scale salary,STANDARDIZE_COLUMN
transform gender using label encoder,LABEL_ENCODE_COLUMN
can you bring income to range 0 and 1,NORMALIZE_COLUMN
remove row duplicates,REMOVE_DUPLICATES_ROWS
update city type to int,TYPE_CAST
remove outliers in income,REMOVE_OUTLIERS_COLUMN
I need to clean blank data in city using median,FILL_NA
clean duplicate observations,REMOVE_DUPLICATES_ROWS
normalize price,NORMALIZE_COLUMN
kindly transform price to zero mean and unit variance,STANDARDIZE_COLUMN
I want to map city categories to numbers,LABEL_ENCODE_COLUMN
handle null values for country with average,FILL_NA
please apply min max scaling to rating,NORMALIZE_COLUMN
use median strategy to treat null values in country,FILL_NA
clean missing data in department using median,FILL_NA
convert categorical values in status to labels,LABEL_ENCODE_COLUMN
assign labels to country,LABEL_ENCODE_COLUMN
kindly erase gender,DROP_COLUMN
could you delete repeated records,REMOVE_DUPLICATES_ROWS
please change gender into integer,TYPE_CAST
standard scale price,STANDARDIZE_COLUMN
remove outliers in score,REMOVE_OUTLIERS_COLUMN
apply min max scaling to age,NORMALIZE_COLUMN
help me to apply min max scaling to price,NORMALIZE_COLUMN
I need to erase category,DROP_COLUMN
please get rid of duplicate rows,REMOVE_DUPLICATES_ROWS
typecast department into string,TYPE_CAST
help me to remove duplicate rows,REMOVE_DUPLICATES_ROWS
clean empty data in country using most common value,FILL_NA
clean null data in department using most common value,FILL_NA
perform normalization on quantity,NORMALIZE_COLUMN
filter extreme values from rating,REMOVE_OUTLIERS_COLUMN
kindly remove extreme rating values,REMOVE_OUTLIERS_COLUMN
encode categories in status as integers,LABEL_ENCODE_COLUMN
filter extreme values from price,REMOVE_OUTLIERS_COLUMN
kindly bring income to range 0 and 1,NORMALIZE_COLUMN
change data type of country to string,TYPE_CAST
could you apply label encoding to gender,LABEL_ENCODE_COLUMN
help me to get rid of status,DROP_COLUMN
kindly transform category using label encoder,LABEL_ENCODE_COLUMN
discard the status field,DROP_COLUMN
fill na in country using mean,FILL_NA
gender should be string,TYPE_CAST
standardize the values of score,STANDARDIZE_COLUMN
country should be string,TYPE_CAST
eliminate abnormal values in income,REMOVE_OUTLIERS_COLUMN
"can you rescale salary to [0,1]",NORMALIZE_COLUMN
typecast city into integer,TYPE_CAST
can you fill undefined values in gender using mode,FILL_NA
drop extreme experience,REMOVE_OUTLIERS_COLUMN
can you eliminate abnormal values in experience,REMOVE_OUTLIERS_COLUMN
normalize age,NORMALIZE_COLUMN
eliminate column named gender,DROP_COLUMN
experience normalization,NORMALIZE_COLUMN
apply min max scaling to quantity,NORMALIZE_COLUMN
country delete,DROP_COLUMN
bring salary to range 0 and 1,NORMALIZE_COLUMN
transform price to zero mean and unit variance,STANDARDIZE_COLUMN
standard scale rating,STANDARDIZE_COLUMN
update country type to int,TYPE_CAST
min max normalize salary,NORMALIZE_COLUMN
take out gender,DROP_COLUMN
can you normalize salary,NORMALIZE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
clean duplicate observations,REMOVE_DUPLICATES_ROWS
I want to remove redundant rows,REMOVE_DUPLICATES_ROWS
get rid of outliers in score,REMOVE_OUTLIERS_COLUMN
I need to exclude country column,DROP_COLUMN
I want to remove outliers in quantity,REMOVE_OUTLIERS_COLUMN
z-score normalize age,STANDARDIZE_COLUMN
kindly min max normalize age,NORMALIZE_COLUMN
convert department to integer,TYPE_CAST
please remove the country feature,DROP_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
"rescale price to [0,1]",NORMALIZE_COLUMN
could you handle null values for country with median,FILL_NA
can you use most common value strategy to treat null values in status,FILL_NA
"can you rescale income to [0,1]",NORMALIZE_COLUMN
use median strategy to treat empty values in category,FILL_NA
could you perform missing value imputation on gender using mode,FILL_NA
clean blank data in country using mode,FILL_NA
kindly remove duplicate rows,REMOVE_DUPLICATES_ROWS
can you apply most frequent value imputation on category,FILL_NA
set country datatype as string,TYPE_CAST
I need to transform experience to zero mean and unit variance,STANDARDIZE_COLUMN
score normalization,NORMALIZE_COLUMN
kindly eliminate abnormal values in salary,REMOVE_OUTLIERS_COLUMN
I need to apply min max scaling to score,NORMALIZE_COLUMN
could you country label encoding,LABEL_ENCODE_COLUMN
eliminate abnormal values in quantity,REMOVE_OUTLIERS_COLUMN
detect and remove outliers for income,REMOVE_OUTLIERS_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
kindly clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
z-score normalize income,STANDARDIZE_COLUMN
"please rescale salary to [0,1]",NORMALIZE_COLUMN
I want to standardize rating,STANDARDIZE_COLUMN
help me to status remove,DROP_COLUMN
I need to z-score normalize rating,STANDARDIZE_COLUMN
clean duplicates,REMOVE_DUPLICATES_ROWS
can you no duplicate rows,REMOVE_DUPLICATES_ROWS
I need to apply median imputation on city,FILL_NA
can you z-score normalize age,STANDARDIZE_COLUMN
cast city as float,TYPE_CAST
please drop anomalous data points in rating,REMOVE_OUTLIERS_COLUMN
please get rid of outliers in quantity,REMOVE_OUTLIERS_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
I want to gender delete,DROP_COLUMN
help me to standardize quantity,STANDARDIZE_COLUMN
update gender type to float,TYPE_CAST
income standardization,STANDARDIZE_COLUMN
impute undefined entries in category using most frequent value,FILL_NA
handle empty values for country with median,FILL_NA
kindly department convert to integer,TYPE_CAST
could you eliminate abnormal values in price,REMOVE_OUTLIERS_COLUMN
z score scale rating,STANDARDIZE_COLUMN
change status into integer,TYPE_CAST
I need to apply label encoding to city,LABEL_ENCODE_COLUMN
kindly median imputation for department,FILL_NA
normalize experience,NORMALIZE_COLUMN
I want to take out status,DROP_COLUMN
city encode,LABEL_ENCODE_COLUMN
could you status should be string,TYPE_CAST
scale experience between 0 and 1,NORMALIZE_COLUMN
I need to make country a string column,TYPE_CAST
convert categorical values in department to labels,LABEL_ENCODE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
eliminate column named country,DROP_COLUMN
min max normalize rating,NORMALIZE_COLUMN
perform normalization on score,NORMALIZE_COLUMN
please ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
country convert to float,TYPE_CAST
change data type of category to string,TYPE_CAST
convert categorical values in status to labels,LABEL_ENCODE_COLUMN
help me to most frequent value imputation for category,FILL_NA
can you transform category into int type,TYPE_CAST
gender fill missing with median,FILL_NA
could you z score scale score,STANDARDIZE_COLUMN
I need to convert status into numeric labels,LABEL_ENCODE_COLUMN
I want to remove redundant rows,REMOVE_DUPLICATES_ROWS
encode department,LABEL_ENCODE_COLUMN
transform age to zero mean and unit variance,STANDARDIZE_COLUMN
kindly delete category from the dataset,DROP_COLUMN
clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
typecast status into float,TYPE_CAST
could you status label encoding,LABEL_ENCODE_COLUMN
I want to eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
help me to eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
z-score normalize quantity,STANDARDIZE_COLUMN
can you assign labels to status,LABEL_ENCODE_COLUMN
kindly apply z score normalization to quantity,STANDARDIZE_COLUMN
apply min max scaling to experience,NORMALIZE_COLUMN
replace blank data in country with average,FILL_NA
"rescale salary to [0,1]",NORMALIZE_COLUMN
typecast country into int,TYPE_CAST
status fill missing with median,FILL_NA
discard the status field,DROP_COLUMN
trim extreme observations in quantity,REMOVE_OUTLIERS_COLUMN
label encode status,LABEL_ENCODE_COLUMN
I want to city delete,DROP_COLUMN
discard the category field,DROP_COLUMN
median imputation for status,FILL_NA
help me to city convert to float,TYPE_CAST
I want to eliminate abnormal values in score,REMOVE_OUTLIERS_COLUMN
remove extreme rating values,REMOVE_OUTLIERS_COLUMN
can you drop extreme salary,REMOVE_OUTLIERS_COLUMN
help me to get rid of outliers in age,REMOVE_OUTLIERS_COLUMN
standardize the values of experience,STANDARDIZE_COLUMN
kindly transform score to zero mean and unit variance,STANDARDIZE_COLUMN
gender should be integer,TYPE_CAST
can you make salary between 0 and 1,NORMALIZE_COLUMN
standardize score,STANDARDIZE_COLUMN
kindly perform missing value imputation on category using median,FILL_NA
status should be int,TYPE_CAST
fill empty values in city using median,FILL_NA
exclude abnormal rating values,REMOVE_OUTLIERS_COLUMN
no duplicate rows,REMOVE_DUPLICATES_ROWS
can you remove duplicate rows,REMOVE_DUPLICATES_ROWS
remove redundant rows,REMOVE_DUPLICATES_ROWS
update gender type to integer,TYPE_CAST
clean duplicate observations,REMOVE_DUPLICATES_ROWS
eliminate column named category,DROP_COLUMN
I need to impute NaN entries in category using median,FILL_NA
I need to make country a integer column,TYPE_CAST
I want to z score scale quantity,STANDARDIZE_COLUMN
I want to clean duplicate observations,REMOVE_DUPLICATES_ROWS
help me to score remove outliers,REMOVE_OUTLIERS_COLUMN
z score scale income,STANDARDIZE_COLUMN
make score between 0 and 1,NORMALIZE_COLUMN
drop city,DROP_COLUMN
drop extreme rating,REMOVE_OUTLIERS_COLUMN
I need to delete repeated records,REMOVE_DUPLICATES_ROWS
help me to eliminate column named status,DROP_COLUMN
drop column status,DROP_COLUMN
apply feature scaling to quantity,NORMALIZE_COLUMN
apply z score normalization to price,STANDARDIZE_COLUMN
I want to turn country into integer,TYPE_CAST
can you scale age between 0 and 1,NORMALIZE_COLUMN
convert city to numbers,LABEL_ENCODE_COLUMN
kindly remove duplicate rows,REMOVE_DUPLICATES_ROWS
perform standard scaling on age,STANDARDIZE_COLUMN
please scale income between 0 and 1,NORMALIZE_COLUMN
could you scale age between 0 and 1,NORMALIZE_COLUMN
fill empty values in department using mode,FILL_NA
country delete,DROP_COLUMN
help me to eliminate abnormal values in rating,REMOVE_OUTLIERS_COLUMN
could you convert salary to 0-1 range,NORMALIZE_COLUMN
drop anomalous data points in rating,REMOVE_OUTLIERS_COLUMN
help me to standardize the values of income,STANDARDIZE_COLUMN
drop anomalous data points in rating,REMOVE_OUTLIERS_COLUMN
standard scale experience,STANDARDIZE_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
transform quantity to zero mean and unit variance,STANDARDIZE_COLUMN
update status type to string,TYPE_CAST
I need to typecast country into string,TYPE_CAST
replace undefined data in department with average,FILL_NA
apply median imputation on department,FILL_NA
apply label encoding to city,LABEL_ENCODE_COLUMN
I want to perform normalization on price,NORMALIZE_COLUMN
standard scale quantity,STANDARDIZE_COLUMN
help me to perform normalization on salary,NORMALIZE_COLUMN
deduplicate the dataset,REMOVE_DUPLICATES_ROWS
convert city to numbers,LABEL_ENCODE_COLUMN
category encode,LABEL_ENCODE_COLUMN
eliminate column named country,DROP_COLUMN
help me to z score scale experience,STANDARDIZE_COLUMN
help me to omit department field,DROP_COLUMN
can you convert department into numeric labels,LABEL_ENCODE_COLUMN
filter extreme values from salary,REMOVE_OUTLIERS_COLUMN
can you fill null values in category using most frequent value,FILL_NA
remove redundant rows,REMOVE_DUPLICATES_ROWS
kindly get rid of status,DROP_COLUMN
could you median imputation for status,FILL_NA
kindly fix missing values in gender with most common value,FILL_NA
exclude abnormal experience values,REMOVE_OUTLIERS_COLUMN
most common value imputation for category,FILL_NA
I need to z score scale rating,STANDARDIZE_COLUMN
z-score normalize salary,STANDARDIZE_COLUMN
kindly drop all duplicates,REMOVE_DUPLICATES_ROWS
city label encoding,LABEL_ENCODE_COLUMN
encode status,LABEL_ENCODE_COLUMN
"rescale quantity to [0,1]",NORMALIZE_COLUMN
get rid of department,DROP_COLUMN
z-score normalize rating,STANDARDIZE_COLUMN
replace null data in category with mean,FILL_NA
remove department attribute completely,DROP_COLUMN
apply standard scaler to rating,STANDARDIZE_COLUMN
score standardization,STANDARDIZE_COLUMN
clean outliers from price,REMOVE_OUTLIERS_COLUMN
eliminate column named gender,DROP_COLUMN
exclude abnormal quantity values,REMOVE_OUTLIERS_COLUMN
"I need to rescale score to [0,1]",NORMALIZE_COLUMN
I need to apply standard scaler to quantity,STANDARDIZE_COLUMN
please perform standard scaling on score,STANDARDIZE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
please z score scale price,STANDARDIZE_COLUMN
resolve missing issue in category,FILL_NA
fill unknown values in department using mode,FILL_NA
exclude category column,DROP_COLUMN
discard the department field,DROP_COLUMN
city remove,DROP_COLUMN
bring salary to range 0 and 1,NORMALIZE_COLUMN
help me to convert salary to z scores,STANDARDIZE_COLUMN
help me to experience standardization,STANDARDIZE_COLUMN
country encode,LABEL_ENCODE_COLUMN
perform normalization on experience,NORMALIZE_COLUMN
standardize salary,STANDARDIZE_COLUMN
map status categories to numbers,LABEL_ENCODE_COLUMN
price remove outliers,REMOVE_OUTLIERS_COLUMN
change data type of status to int,TYPE_CAST
city label encoding,LABEL_ENCODE_COLUMN
apply standard scaler to rating,STANDARDIZE_COLUMN
fill undefined values in department using most frequent value,FILL_NA
I want to city delete,DROP_COLUMN
normalize experience,NORMALIZE_COLUMN
kindly drop extreme salary,REMOVE_OUTLIERS_COLUMN
please drop all duplicates,REMOVE_DUPLICATES_ROWS
drop extreme quantity,REMOVE_OUTLIERS_COLUMN
can you change data type of status to string,TYPE_CAST
I need to exclude abnormal income values,REMOVE_OUTLIERS_COLUMN
help me to convert categorical values in status to labels,LABEL_ENCODE_COLUMN
use mean strategy to treat missing values in category,FILL_NA
use average strategy to treat blank values in status,FILL_NA
cast department as integer,TYPE_CAST
can you no duplicate rows,REMOVE_DUPLICATES_ROWS
could you salary standardization,STANDARDIZE_COLUMN
z score scale experience,STANDARDIZE_COLUMN
drop extreme rating,REMOVE_OUTLIERS_COLUMN
label encode department,LABEL_ENCODE_COLUMN
I need to delete repeated records,REMOVE_DUPLICATES_ROWS
apply standard scaler to salary,STANDARDIZE_COLUMN
can you delete repeated records,REMOVE_DUPLICATES_ROWS
I want to perform normalization on age,NORMALIZE_COLUMN
could you deduplicate the dataset,REMOVE_DUPLICATES_ROWS
department remove,DROP_COLUMN
convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
z score scale income,STANDARDIZE_COLUMN
scale quantity between 0 and 1,NORMALIZE_COLUMN
transform age to zero mean and unit variance,STANDARDIZE_COLUMN
deduplicate the dataset,REMOVE_DUPLICATES_ROWS
set gender datatype as integer,TYPE_CAST
eliminate column named department,DROP_COLUMN
help me to ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
apply feature scaling to price,NORMALIZE_COLUMN
apply feature scaling to salary,NORMALIZE_COLUMN
apply z score normalization to score,STANDARDIZE_COLUMN
erase country,DROP_COLUMN
erase status,DROP_COLUMN
I want to z-score normalize price,STANDARDIZE_COLUMN
remove extreme rating values,REMOVE_OUTLIERS_COLUMN
please replace all blank in country by average,FILL_NA
kindly transform city into float type,TYPE_CAST
fix blank values in country with median,FILL_NA
standard scale price,STANDARDIZE_COLUMN
gender remove,DROP_COLUMN
convert country to integer,TYPE_CAST
use average strategy to treat NaN values in country,FILL_NA
change data type of country to int,TYPE_CAST
drop column department,DROP_COLUMN
could you delete gender from the dataset,DROP_COLUMN
rescale salary using min max normalization,NORMALIZE_COLUMN
I need to convert experience to 0-1 range,NORMALIZE_COLUMN
remove row duplicates,REMOVE_DUPLICATES_ROWS
remove redundant rows,REMOVE_DUPLICATES_ROWS
change data type of status to float,TYPE_CAST
I need to delete repeated records,REMOVE_DUPLICATES_ROWS
apply min max scaling to rating,NORMALIZE_COLUMN
kindly scale score between 0 and 1,NORMALIZE_COLUMN
most frequent value imputation for country,FILL_NA
I need to perform normalization on age,NORMALIZE_COLUMN
scale price between 0 and 1,NORMALIZE_COLUMN
could you ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
detect and remove outliers for experience,REMOVE_OUTLIERS_COLUMN
apply feature scaling to score,NORMALIZE_COLUMN
I need to transform age to zero mean and unit variance,STANDARDIZE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
help me to convert categorical values in category to labels,LABEL_ENCODE_COLUMN
can you update status type to float,TYPE_CAST
kindly apply most common value imputation on department,FILL_NA
I need to exclude abnormal salary values,REMOVE_OUTLIERS_COLUMN
could you change department into int,TYPE_CAST
please city delete,DROP_COLUMN
please fill blank values in status using average,FILL_NA
map gender categories to numbers,LABEL_ENCODE_COLUMN
encode status,LABEL_ENCODE_COLUMN
please get rid of city,DROP_COLUMN
I need to clean outliers from price,REMOVE_OUTLIERS_COLUMN
apply feature scaling to experience,NORMALIZE_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
could you deduplicate the dataset,REMOVE_DUPLICATES_ROWS
I need to map category categories to numbers,LABEL_ENCODE_COLUMN
remove row duplicates,REMOVE_DUPLICATES_ROWS
kindly z score scale score,STANDARDIZE_COLUMN
please typecast category into integer,TYPE_CAST
can you delete repeated records,REMOVE_DUPLICATES_ROWS
I want to standard scale score,STANDARDIZE_COLUMN
help me to remove category attribute completely,DROP_COLUMN
encode category,LABEL_ENCODE_COLUMN
update department type to float,TYPE_CAST
kindly exclude abnormal age values,REMOVE_OUTLIERS_COLUMN
rescale experience using min max normalization,NORMALIZE_COLUMN
standardize the values of quantity,STANDARDIZE_COLUMN
fill na in status using most frequent value,FILL_NA
normalize salary,NORMALIZE_COLUMN
I want to remove the status feature,DROP_COLUMN
please rating remove outliers,REMOVE_OUTLIERS_COLUMN
erase gender,DROP_COLUMN
transform category using label encoder,LABEL_ENCODE_COLUMN
status fill missing with most common value,FILL_NA
make gender a int column,TYPE_CAST
cast department as float,TYPE_CAST
department should be string,TYPE_CAST
please convert country to numbers,LABEL_ENCODE_COLUMN
help me to gender fill missing with mean,FILL_NA
handle undefined values for department with median,FILL_NA
I need to scale quantity between 0 and 1,NORMALIZE_COLUMN
fix null values in city with median,FILL_NA
change category into string,TYPE_CAST
please fill empty values in category using most common value,FILL_NA
please standard scale age,STANDARDIZE_COLUMN
can you drop all duplicates,REMOVE_DUPLICATES_ROWS
could you convert categorical values in status to labels,LABEL_ENCODE_COLUMN
convert categorical values in department to labels,LABEL_ENCODE_COLUMN
clean unknown data in department using average,FILL_NA
convert city to string,TYPE_CAST
typecast department into float,TYPE_CAST
rescale income using min max normalization,NORMALIZE_COLUMN
department encode,LABEL_ENCODE_COLUMN
kindly typecast status into integer,TYPE_CAST
can you eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
apply feature scaling to experience,NORMALIZE_COLUMN
convert score to z scores,STANDARDIZE_COLUMN
kindly min max normalize salary,NORMALIZE_COLUMN
label encode country,LABEL_ENCODE_COLUMN
eliminate column named status,DROP_COLUMN
please encode status,LABEL_ENCODE_COLUMN
apply min max scaling to quantity,NORMALIZE_COLUMN
could you category encode,LABEL_ENCODE_COLUMN
standard scale score,STANDARDIZE_COLUMN
category remove,DROP_COLUMN
help me to apply standard scaler to experience,STANDARDIZE_COLUMN
filter extreme values from score,REMOVE_OUTLIERS_COLUMN
please eliminate column named department,DROP_COLUMN
fill unknown values in country using most common value,FILL_NA
trim extreme observations in price,REMOVE_OUTLIERS_COLUMN
drop city,DROP_COLUMN
get rid of duplicate rows,REMOVE_DUPLICATES_ROWS
apply z score normalization to salary,STANDARDIZE_COLUMN
get rid of duplicate rows,REMOVE_DUPLICATES_ROWS
delete country from the dataset,DROP_COLUMN
category should be string,TYPE_CAST
could you eliminate column named department,DROP_COLUMN
bring quantity to range 0 and 1,NORMALIZE_COLUMN
map department categories to numbers,LABEL_ENCODE_COLUMN
I want to remove duplicate rows,REMOVE_DUPLICATES_ROWS
I need to drop status,DROP_COLUMN
clean missing data in department using median,FILL_NA
kindly transform status into int type,TYPE_CAST
remove duplicate rows,REMOVE_DUPLICATES_ROWS
omit city field,DROP_COLUMN
I need to remove outliers in price,REMOVE_OUTLIERS_COLUMN
could you remove extreme age values,REMOVE_OUTLIERS_COLUMN
help me to remove outliers in income,REMOVE_OUTLIERS_COLUMN
could you encode categories in status as integers,LABEL_ENCODE_COLUMN
make city a int column,TYPE_CAST
I need to convert score to z scores,STANDARDIZE_COLUMN
kindly remove outliers in salary,REMOVE_OUTLIERS_COLUMN
perform normalization on experience,NORMALIZE_COLUMN
delete status from the dataset,DROP_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
erase department,DROP_COLUMN
can you convert department into numeric labels,LABEL_ENCODE_COLUMN
omit gender field,DROP_COLUMN
normalize income,NORMALIZE_COLUMN
convert categorical values in status to labels,LABEL_ENCODE_COLUMN
clean outliers from income,REMOVE_OUTLIERS_COLUMN
get rid of duplicate rows,REMOVE_DUPLICATES_ROWS
could you normalize age,NORMALIZE_COLUMN
eliminate abnormal values in price,REMOVE_OUTLIERS_COLUMN
eliminate abnormal values in quantity,REMOVE_OUTLIERS_COLUMN
remove extreme rating values,REMOVE_OUTLIERS_COLUMN
standardize the values of age,STANDARDIZE_COLUMN
I need to take out status,DROP_COLUMN
transform age to zero mean and unit variance,STANDARDIZE_COLUMN
change data type of country to string,TYPE_CAST
resolve missing issue in gender,FILL_NA
kindly get rid of duplicate rows,REMOVE_DUPLICATES_ROWS
kindly keep only unique rows,REMOVE_DUPLICATES_ROWS
perform standard scaling on age,STANDARDIZE_COLUMN
help me to apply z score normalization to rating,STANDARDIZE_COLUMN
