sentence,intent
apply mean imputation on country,FILL_NA
typecast gender into string,TYPE_CAST
label encode status,LABEL_ENCODE_COLUMN
remove the status feature,DROP_COLUMN
can you fill null values in category using average,FILL_NA
make city a string column,TYPE_CAST
drop anomalous data points in experience,REMOVE_OUTLIERS_COLUMN
normalize experience,NORMALIZE_COLUMN
can you make city a float column,TYPE_CAST
delete category from the dataset,DROP_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
trim extreme observations in rating,REMOVE_OUTLIERS_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
use mean strategy to treat null values in country,FILL_NA
apply z score normalization to age,STANDARDIZE_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
z-score normalize rating,STANDARDIZE_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
impute missing entries in department using mean,FILL_NA
delete city from the dataset,DROP_COLUMN
I need to perform normalization on score,NORMALIZE_COLUMN
please fill NaN values in country using median,FILL_NA
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
please standardize quantity,STANDARDIZE_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
can you detect and remove outliers for price,REMOVE_OUTLIERS_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
kindly convert department to int,TYPE_CAST
convert country into numeric labels,LABEL_ENCODE_COLUMN
help me to label encode department,LABEL_ENCODE_COLUMN
transform quantity to zero mean and unit variance,STANDARDIZE_COLUMN
transform gender into string type,TYPE_CAST
eliminate column named department,DROP_COLUMN
convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
remove outliers in quantity,REMOVE_OUTLIERS_COLUMN
remove the gender feature,DROP_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
change data type of city to string,TYPE_CAST
drop all duplicates,REMOVE_DUPLICATES_ROWS
could you remove redundant rows,REMOVE_DUPLICATES_ROWS
I need to remove outliers in rating,REMOVE_OUTLIERS_COLUMN
set gender datatype as float,TYPE_CAST
rescale age using min max normalization,NORMALIZE_COLUMN
please map category categories to numbers,LABEL_ENCODE_COLUMN
discard the department field,DROP_COLUMN
I need to transform score to zero mean and unit variance,STANDARDIZE_COLUMN
set department datatype as float,TYPE_CAST
can you transform age to zero mean and unit variance,STANDARDIZE_COLUMN
apply min max scaling to age,NORMALIZE_COLUMN
clean outliers from salary,REMOVE_OUTLIERS_COLUMN
apply standard scaler to quantity,STANDARDIZE_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
I need to apply min max scaling to age,NORMALIZE_COLUMN
transform gender using label encoder,LABEL_ENCODE_COLUMN
convert categorical values in country to labels,LABEL_ENCODE_COLUMN
scale quantity between 0 and 1,NORMALIZE_COLUMN
change data type of country to int,TYPE_CAST
remove duplicate rows,REMOVE_DUPLICATES_ROWS
apply label encoding to city,LABEL_ENCODE_COLUMN
could you drop all duplicates,REMOVE_DUPLICATES_ROWS
clean duplicate observations,REMOVE_DUPLICATES_ROWS
remove the city feature,DROP_COLUMN
I need to label encode gender,LABEL_ENCODE_COLUMN
drop column country,DROP_COLUMN
kindly transform experience to zero mean and unit variance,STANDARDIZE_COLUMN
apply label encoding to category,LABEL_ENCODE_COLUMN
perform standard scaling on price,STANDARDIZE_COLUMN
kindly convert department into numeric labels,LABEL_ENCODE_COLUMN
z-score normalize rating,STANDARDIZE_COLUMN
normalize salary,NORMALIZE_COLUMN
remove the department feature,DROP_COLUMN
perform missing value imputation on country using mean,FILL_NA
kindly perform missing value imputation on department using average,FILL_NA
remove duplicate rows,REMOVE_DUPLICATES_ROWS
apply label encoding to department,LABEL_ENCODE_COLUMN
perform missing value imputation on department using most frequent value,FILL_NA
please set city datatype as int,TYPE_CAST
perform normalization on quantity,NORMALIZE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
scale rating between 0 and 1,NORMALIZE_COLUMN
trim extreme observations in score,REMOVE_OUTLIERS_COLUMN
substitute NaN values in city by median,FILL_NA
exclude department column,DROP_COLUMN
remove the status feature,DROP_COLUMN
fill undefined values in department using median,FILL_NA
convert city into numeric labels,LABEL_ENCODE_COLUMN
kindly set gender datatype as int,TYPE_CAST
convert quantity to 0-1 range,NORMALIZE_COLUMN
help me to clean duplicate observations,REMOVE_DUPLICATES_ROWS
apply min max scaling to price,NORMALIZE_COLUMN
discard the city field,DROP_COLUMN
could you transform city using label encoder,LABEL_ENCODE_COLUMN
I want to convert salary to 0-1 range,NORMALIZE_COLUMN
I want to transform age to zero mean and unit variance,STANDARDIZE_COLUMN
kindly convert rating to 0-1 range,NORMALIZE_COLUMN
convert city into numeric labels,LABEL_ENCODE_COLUMN
replace blank data in status with median,FILL_NA
drop all duplicates,REMOVE_DUPLICATES_ROWS
help me to remove gender attribute completely,DROP_COLUMN
use mode strategy to treat unknown values in category,FILL_NA
could you label encode category,LABEL_ENCODE_COLUMN
remove status attribute completely,DROP_COLUMN
please change data type of status to string,TYPE_CAST
please remove the department feature,DROP_COLUMN
set department datatype as integer,TYPE_CAST
can you drop column country,DROP_COLUMN
perform missing value imputation on status using mean,FILL_NA
normalize age,NORMALIZE_COLUMN
set country datatype as int,TYPE_CAST
please remove city attribute completely,DROP_COLUMN
exclude city column,DROP_COLUMN
could you standardize score,STANDARDIZE_COLUMN
transform category using label encoder,LABEL_ENCODE_COLUMN
please delete status from the dataset,DROP_COLUMN
apply standard scaler to salary,STANDARDIZE_COLUMN
trim extreme observations in price,REMOVE_OUTLIERS_COLUMN
encode categories in gender as integers,LABEL_ENCODE_COLUMN
please use median strategy to treat undefined values in gender,FILL_NA
clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
I want to eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
please convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
can you trim extreme observations in price,REMOVE_OUTLIERS_COLUMN
impute blank entries in category using average,FILL_NA
clean duplicate observations,REMOVE_DUPLICATES_ROWS
standardize the values of rating,STANDARDIZE_COLUMN
please convert category to string,TYPE_CAST
remove status attribute completely,DROP_COLUMN
clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
rescale score using min max normalization,NORMALIZE_COLUMN
apply z score normalization to quantity,STANDARDIZE_COLUMN
I need to apply standard scaler to score,STANDARDIZE_COLUMN
could you eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
please filter extreme values from rating,REMOVE_OUTLIERS_COLUMN
apply z score normalization to quantity,STANDARDIZE_COLUMN
remove outliers in score,REMOVE_OUTLIERS_COLUMN
can you convert category to string,TYPE_CAST
remove outliers in age,REMOVE_OUTLIERS_COLUMN
impute NaN entries in department using most frequent value,FILL_NA
detect and remove outliers for income,REMOVE_OUTLIERS_COLUMN
can you perform missing value imputation on country using median,FILL_NA
could you convert price to 0-1 range,NORMALIZE_COLUMN
I want to convert income to 0-1 range,NORMALIZE_COLUMN
please fill null values in country using average,FILL_NA
apply mean imputation on gender,FILL_NA
please convert categorical values in city to labels,LABEL_ENCODE_COLUMN
transform income to zero mean and unit variance,STANDARDIZE_COLUMN
normalize income,NORMALIZE_COLUMN
normalize quantity,NORMALIZE_COLUMN
transform country into int type,TYPE_CAST
can you eliminate column named department,DROP_COLUMN
set department datatype as string,TYPE_CAST
standardize the values of price,STANDARDIZE_COLUMN
help me to map category categories to numbers,LABEL_ENCODE_COLUMN
I need to fill empty values in gender using most frequent value,FILL_NA
perform normalization on age,NORMALIZE_COLUMN
convert city into numeric labels,LABEL_ENCODE_COLUMN
set category datatype as string,TYPE_CAST
kindly make status a float column,TYPE_CAST
transform price to zero mean and unit variance,STANDARDIZE_COLUMN
discard the gender field,DROP_COLUMN
I need to drop anomalous data points in price,REMOVE_OUTLIERS_COLUMN
apply feature scaling to quantity,NORMALIZE_COLUMN
perform normalization on salary,NORMALIZE_COLUMN
remove the department feature,DROP_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
remove redundant rows,REMOVE_DUPLICATES_ROWS
perform normalization on income,NORMALIZE_COLUMN
filter extreme values from income,REMOVE_OUTLIERS_COLUMN
I want to delete repeated records,REMOVE_DUPLICATES_ROWS
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
cast department as integer,TYPE_CAST
remove duplicate rows,REMOVE_DUPLICATES_ROWS
please replace undefined data in status with most common value,FILL_NA
can you scale salary between 0 and 1,NORMALIZE_COLUMN
help me to remove outliers in salary,REMOVE_OUTLIERS_COLUMN
help me to impute unknown entries in department using mean,FILL_NA
clean duplicate observations,REMOVE_DUPLICATES_ROWS
kindly make department a string column,TYPE_CAST
delete repeated records,REMOVE_DUPLICATES_ROWS
handle missing values for status with median,FILL_NA
perform standard scaling on score,STANDARDIZE_COLUMN
transform status using label encoder,LABEL_ENCODE_COLUMN
transform gender into integer type,TYPE_CAST
detect and remove outliers for salary,REMOVE_OUTLIERS_COLUMN
remove outliers in price,REMOVE_OUTLIERS_COLUMN
help me to use median strategy to treat unknown values in gender,FILL_NA
kindly apply z score normalization to age,STANDARDIZE_COLUMN
convert status to float,TYPE_CAST
can you convert categorical values in city to labels,LABEL_ENCODE_COLUMN
apply z score normalization to quantity,STANDARDIZE_COLUMN
make category a string column,TYPE_CAST
I want to convert city into numeric labels,LABEL_ENCODE_COLUMN
standardize income,STANDARDIZE_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
fill empty values in city using most common value,FILL_NA
can you apply feature scaling to experience,NORMALIZE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
please remove outliers in score,REMOVE_OUTLIERS_COLUMN
cast country as integer,TYPE_CAST
kindly use mean strategy to treat missing values in city,FILL_NA
drop all duplicates,REMOVE_DUPLICATES_ROWS
exclude gender column,DROP_COLUMN
cast department as int,TYPE_CAST
transform category using label encoder,LABEL_ENCODE_COLUMN
I want to clean outliers from experience,REMOVE_OUTLIERS_COLUMN
help me to scale age between 0 and 1,NORMALIZE_COLUMN
apply standard scaler to age,STANDARDIZE_COLUMN
I want to change data type of city to float,TYPE_CAST
perform standard scaling on salary,STANDARDIZE_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
exclude gender column,DROP_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
fill missing values in department using average,FILL_NA
clean outliers from price,REMOVE_OUTLIERS_COLUMN
discard the status field,DROP_COLUMN
exclude country column,DROP_COLUMN
rescale score using min max normalization,NORMALIZE_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
remove the gender feature,DROP_COLUMN
filter extreme values from age,REMOVE_OUTLIERS_COLUMN
can you remove gender attribute completely,DROP_COLUMN
apply feature scaling to age,NORMALIZE_COLUMN
z-score normalize experience,STANDARDIZE_COLUMN
perform normalization on income,NORMALIZE_COLUMN
please remove the gender feature,DROP_COLUMN
could you drop column department,DROP_COLUMN
detect and remove outliers for rating,REMOVE_OUTLIERS_COLUMN
can you eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
can you cast department as float,TYPE_CAST
apply standard scaler to quantity,STANDARDIZE_COLUMN
transform status into string type,TYPE_CAST
perform normalization on salary,NORMALIZE_COLUMN
scale experience between 0 and 1,NORMALIZE_COLUMN
I need to standardize age,STANDARDIZE_COLUMN
trim extreme observations in income,REMOVE_OUTLIERS_COLUMN
apply mean imputation on status,FILL_NA
apply standard scaler to quantity,STANDARDIZE_COLUMN
convert categorical values in department to labels,LABEL_ENCODE_COLUMN
please fill NaN values in category using mean,FILL_NA
kindly label encode status,LABEL_ENCODE_COLUMN
I want to z-score normalize experience,STANDARDIZE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
standardize price,STANDARDIZE_COLUMN
standardize the values of experience,STANDARDIZE_COLUMN
help me to eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
replace missing data in department with median,FILL_NA
please standardize rating,STANDARDIZE_COLUMN
use median strategy to treat NaN values in city,FILL_NA
I want to scale experience between 0 and 1,NORMALIZE_COLUMN
kindly remove outliers in rating,REMOVE_OUTLIERS_COLUMN
I need to exclude country column,DROP_COLUMN
use median strategy to treat missing values in status,FILL_NA
please set country datatype as integer,TYPE_CAST
detect and remove outliers for rating,REMOVE_OUTLIERS_COLUMN
can you transform status using label encoder,LABEL_ENCODE_COLUMN
remove country attribute completely,DROP_COLUMN
standardize score,STANDARDIZE_COLUMN
rescale experience using min max normalization,NORMALIZE_COLUMN
I need to perform missing value imputation on country using average,FILL_NA
I need to trim extreme observations in price,REMOVE_OUTLIERS_COLUMN
could you standardize the values of age,STANDARDIZE_COLUMN
can you make status a string column,TYPE_CAST
kindly exclude department column,DROP_COLUMN
scale income between 0 and 1,NORMALIZE_COLUMN
drop column category,DROP_COLUMN
transform department using label encoder,LABEL_ENCODE_COLUMN
filter extreme values from quantity,REMOVE_OUTLIERS_COLUMN
I want to label encode department,LABEL_ENCODE_COLUMN
apply feature scaling to price,NORMALIZE_COLUMN
apply feature scaling to rating,NORMALIZE_COLUMN
perform standard scaling on quantity,STANDARDIZE_COLUMN
perform normalization on rating,NORMALIZE_COLUMN
help me to filter extreme values from experience,REMOVE_OUTLIERS_COLUMN
apply standard scaler to price,STANDARDIZE_COLUMN
convert country into numeric labels,LABEL_ENCODE_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
standardize score,STANDARDIZE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
standardize the values of rating,STANDARDIZE_COLUMN
set department datatype as string,TYPE_CAST
apply z score normalization to salary,STANDARDIZE_COLUMN
use median strategy to treat missing values in city,FILL_NA
eliminate abnormal values in price,REMOVE_OUTLIERS_COLUMN
please standardize income,STANDARDIZE_COLUMN
cast department as float,TYPE_CAST
typecast city into integer,TYPE_CAST
trim extreme observations in rating,REMOVE_OUTLIERS_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
apply average imputation on city,FILL_NA
can you rescale salary using min max normalization,NORMALIZE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
apply z score normalization to quantity,STANDARDIZE_COLUMN
transform city into string type,TYPE_CAST
apply label encoding to gender,LABEL_ENCODE_COLUMN
kindly exclude status column,DROP_COLUMN
convert gender to integer,TYPE_CAST
z-score normalize experience,STANDARDIZE_COLUMN
I need to transform department into string type,TYPE_CAST
I want to apply feature scaling to age,NORMALIZE_COLUMN
delete gender from the dataset,DROP_COLUMN
trim extreme observations in salary,REMOVE_OUTLIERS_COLUMN
cast country as string,TYPE_CAST
kindly delete status from the dataset,DROP_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
substitute blank values in department by median,FILL_NA
drop all duplicates,REMOVE_DUPLICATES_ROWS
I want to remove outliers in quantity,REMOVE_OUTLIERS_COLUMN
drop column category,DROP_COLUMN
perform missing value imputation on status using average,FILL_NA
z-score normalize salary,STANDARDIZE_COLUMN
transform category into float type,TYPE_CAST
can you drop anomalous data points in income,REMOVE_OUTLIERS_COLUMN
I want to cast country as int,TYPE_CAST
make country a int column,TYPE_CAST
eliminate abnormal values in rating,REMOVE_OUTLIERS_COLUMN
normalize price,NORMALIZE_COLUMN
I want to exclude department column,DROP_COLUMN
kindly transform experience to zero mean and unit variance,STANDARDIZE_COLUMN
apply z score normalization to age,STANDARDIZE_COLUMN
use average strategy to treat NaN values in country,FILL_NA
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
normalize rating,NORMALIZE_COLUMN
transform age to zero mean and unit variance,STANDARDIZE_COLUMN
I want to standardize the values of income,STANDARDIZE_COLUMN
remove country attribute completely,DROP_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
I need to use mean strategy to treat NaN values in department,FILL_NA
could you transform department into string type,TYPE_CAST
help me to detect and remove outliers for salary,REMOVE_OUTLIERS_COLUMN
I need to remove duplicate rows,REMOVE_DUPLICATES_ROWS
I want to label encode country,LABEL_ENCODE_COLUMN
eliminate column named country,DROP_COLUMN
can you drop column department,DROP_COLUMN
drop anomalous data points in experience,REMOVE_OUTLIERS_COLUMN
please scale experience between 0 and 1,NORMALIZE_COLUMN
transform gender into integer type,TYPE_CAST
I want to drop column city,DROP_COLUMN
fill missing values in country using most frequent value,FILL_NA
convert country into numeric labels,LABEL_ENCODE_COLUMN
could you remove gender attribute completely,DROP_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
remove redundant rows,REMOVE_DUPLICATES_ROWS
can you perform standard scaling on score,STANDARDIZE_COLUMN
I need to convert country to integer,TYPE_CAST
help me to remove outliers in score,REMOVE_OUTLIERS_COLUMN
eliminate column named country,DROP_COLUMN
I need to normalize score,NORMALIZE_COLUMN
apply min max scaling to score,NORMALIZE_COLUMN
standardize score,STANDARDIZE_COLUMN
typecast category into string,TYPE_CAST
I want to remove outliers in salary,REMOVE_OUTLIERS_COLUMN
I need to standardize the values of income,STANDARDIZE_COLUMN
can you remove the status feature,DROP_COLUMN
replace undefined data in gender with median,FILL_NA
apply min max scaling to rating,NORMALIZE_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
perform missing value imputation on department using median,FILL_NA
use most common value strategy to treat blank values in country,FILL_NA
remove the status feature,DROP_COLUMN
could you use median strategy to treat unknown values in status,FILL_NA
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
perform standard scaling on salary,STANDARDIZE_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
I want to transform experience to zero mean and unit variance,STANDARDIZE_COLUMN
apply label encoding to category,LABEL_ENCODE_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
eliminate abnormal values in rating,REMOVE_OUTLIERS_COLUMN
remove outliers in income,REMOVE_OUTLIERS_COLUMN
apply z score normalization to salary,STANDARDIZE_COLUMN
discard the department field,DROP_COLUMN
convert country to string,TYPE_CAST
I want to apply z score normalization to age,STANDARDIZE_COLUMN
could you drop all duplicates,REMOVE_DUPLICATES_ROWS
discard the city field,DROP_COLUMN
help me to replace blank data in category with mean,FILL_NA
standardize the values of income,STANDARDIZE_COLUMN
perform standard scaling on quantity,STANDARDIZE_COLUMN
eliminate abnormal values in salary,REMOVE_OUTLIERS_COLUMN
could you exclude status column,DROP_COLUMN
transform category into float type,TYPE_CAST
z-score normalize salary,STANDARDIZE_COLUMN
transform quantity to zero mean and unit variance,STANDARDIZE_COLUMN
map category categories to numbers,LABEL_ENCODE_COLUMN
kindly use mode strategy to treat missing values in city,FILL_NA
apply label encoding to status,LABEL_ENCODE_COLUMN
I need to standardize the values of price,STANDARDIZE_COLUMN
label encode gender,LABEL_ENCODE_COLUMN
transform salary to zero mean and unit variance,STANDARDIZE_COLUMN
use mode strategy to treat empty values in city,FILL_NA
normalize salary,NORMALIZE_COLUMN
kindly make category a float column,TYPE_CAST
scale experience between 0 and 1,NORMALIZE_COLUMN
could you trim extreme observations in quantity,REMOVE_OUTLIERS_COLUMN
standardize the values of quantity,STANDARDIZE_COLUMN
please detect and remove outliers for age,REMOVE_OUTLIERS_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
drop all duplicates,REMOVE_DUPLICATES_ROWS
can you exclude status column,DROP_COLUMN
please drop all duplicates,REMOVE_DUPLICATES_ROWS
remove the status feature,DROP_COLUMN
map country categories to numbers,LABEL_ENCODE_COLUMN
handle null values for gender with median,FILL_NA
help me to trim extreme observations in quantity,REMOVE_OUTLIERS_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
encode categories in department as integers,LABEL_ENCODE_COLUMN
please delete repeated records,REMOVE_DUPLICATES_ROWS
remove outliers in price,REMOVE_OUTLIERS_COLUMN
help me to transform category using label encoder,LABEL_ENCODE_COLUMN
handle missing values for city with mean,FILL_NA
can you drop all duplicates,REMOVE_DUPLICATES_ROWS
delete repeated records,REMOVE_DUPLICATES_ROWS
kindly make category a int column,TYPE_CAST
I need to make category a string column,TYPE_CAST
please apply feature scaling to rating,NORMALIZE_COLUMN
substitute missing values in gender by median,FILL_NA
drop anomalous data points in income,REMOVE_OUTLIERS_COLUMN
scale salary between 0 and 1,NORMALIZE_COLUMN
substitute empty values in department by most frequent value,FILL_NA
fill blank values in department using mode,FILL_NA
clean duplicate observations,REMOVE_DUPLICATES_ROWS
remove outliers in score,REMOVE_OUTLIERS_COLUMN
remove outliers in score,REMOVE_OUTLIERS_COLUMN
transform experience to zero mean and unit variance,STANDARDIZE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
can you impute blank entries in category using average,FILL_NA
drop all duplicates,REMOVE_DUPLICATES_ROWS
please map department categories to numbers,LABEL_ENCODE_COLUMN
eliminate column named country,DROP_COLUMN
I need to apply label encoding to city,LABEL_ENCODE_COLUMN
I need to convert country to string,TYPE_CAST
help me to handle missing values for category with mean,FILL_NA
transform category using label encoder,LABEL_ENCODE_COLUMN
please handle empty values for department with median,FILL_NA
apply label encoding to city,LABEL_ENCODE_COLUMN
replace blank data in gender with median,FILL_NA
apply label encoding to category,LABEL_ENCODE_COLUMN
set city datatype as integer,TYPE_CAST
set gender datatype as string,TYPE_CAST
clean duplicate observations,REMOVE_DUPLICATES_ROWS
help me to convert categorical values in department to labels,LABEL_ENCODE_COLUMN
remove gender attribute completely,DROP_COLUMN
fill empty values in department using median,FILL_NA
I need to transform age to zero mean and unit variance,STANDARDIZE_COLUMN
cast gender as float,TYPE_CAST
typecast gender into integer,TYPE_CAST
can you rescale income using min max normalization,NORMALIZE_COLUMN
rescale experience using min max normalization,NORMALIZE_COLUMN
please set department datatype as float,TYPE_CAST
typecast country into integer,TYPE_CAST
help me to map city categories to numbers,LABEL_ENCODE_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
help me to change data type of category to integer,TYPE_CAST
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
eliminate column named gender,DROP_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
apply min max scaling to rating,NORMALIZE_COLUMN
I need to scale income between 0 and 1,NORMALIZE_COLUMN
remove outliers in experience,REMOVE_OUTLIERS_COLUMN
drop column gender,DROP_COLUMN
detect and remove outliers for quantity,REMOVE_OUTLIERS_COLUMN
apply feature scaling to price,NORMALIZE_COLUMN
substitute missing values in category by mean,FILL_NA
help me to rescale rating using min max normalization,NORMALIZE_COLUMN
apply z score normalization to score,STANDARDIZE_COLUMN
impute undefined entries in category using mean,FILL_NA
make category a integer column,TYPE_CAST
drop anomalous data points in quantity,REMOVE_OUTLIERS_COLUMN
set category datatype as int,TYPE_CAST
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
replace missing data in department with average,FILL_NA
delete category from the dataset,DROP_COLUMN
I want to z-score normalize quantity,STANDARDIZE_COLUMN
apply label encoding to gender,LABEL_ENCODE_COLUMN
I want to remove duplicate rows,REMOVE_DUPLICATES_ROWS
could you remove duplicate rows,REMOVE_DUPLICATES_ROWS
perform normalization on rating,NORMALIZE_COLUMN
I need to eliminate abnormal values in experience,REMOVE_OUTLIERS_COLUMN
apply label encoding to category,LABEL_ENCODE_COLUMN
could you scale income between 0 and 1,NORMALIZE_COLUMN
I want to perform standard scaling on quantity,STANDARDIZE_COLUMN
normalize rating,NORMALIZE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
could you normalize income,NORMALIZE_COLUMN
remove gender attribute completely,DROP_COLUMN
please normalize price,NORMALIZE_COLUMN
please drop all duplicates,REMOVE_DUPLICATES_ROWS
I need to remove outliers in experience,REMOVE_OUTLIERS_COLUMN
standardize the values of salary,STANDARDIZE_COLUMN
z-score normalize income,STANDARDIZE_COLUMN
convert department to string,TYPE_CAST
apply label encoding to category,LABEL_ENCODE_COLUMN
transform salary to zero mean and unit variance,STANDARDIZE_COLUMN
use mean strategy to treat unknown values in category,FILL_NA
I want to convert category to int,TYPE_CAST
detect and remove outliers for quantity,REMOVE_OUTLIERS_COLUMN
I want to normalize rating,NORMALIZE_COLUMN
could you delete repeated records,REMOVE_DUPLICATES_ROWS
scale experience between 0 and 1,NORMALIZE_COLUMN
I want to clean duplicate observations,REMOVE_DUPLICATES_ROWS
replace blank data in city with mean,FILL_NA
help me to standardize the values of salary,STANDARDIZE_COLUMN
kindly substitute empty values in city by median,FILL_NA
label encode country,LABEL_ENCODE_COLUMN
perform missing value imputation on status using mean,FILL_NA
trim extreme observations in rating,REMOVE_OUTLIERS_COLUMN
trim extreme observations in quantity,REMOVE_OUTLIERS_COLUMN
discard the gender field,DROP_COLUMN
trim extreme observations in salary,REMOVE_OUTLIERS_COLUMN
could you clean outliers from rating,REMOVE_OUTLIERS_COLUMN
label encode city,LABEL_ENCODE_COLUMN
apply feature scaling to experience,NORMALIZE_COLUMN
help me to transform category into integer type,TYPE_CAST
delete gender from the dataset,DROP_COLUMN
could you handle unknown values for country with most frequent value,FILL_NA
z-score normalize salary,STANDARDIZE_COLUMN
could you remove redundant rows,REMOVE_DUPLICATES_ROWS
kindly encode categories in category as integers,LABEL_ENCODE_COLUMN
convert country into numeric labels,LABEL_ENCODE_COLUMN
can you z-score normalize quantity,STANDARDIZE_COLUMN
could you set category datatype as int,TYPE_CAST
remove outliers in score,REMOVE_OUTLIERS_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
I want to convert rating to 0-1 range,NORMALIZE_COLUMN
I want to ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
remove redundant rows,REMOVE_DUPLICATES_ROWS
I want to drop all duplicates,REMOVE_DUPLICATES_ROWS
transform status into int type,TYPE_CAST
delete repeated records,REMOVE_DUPLICATES_ROWS
make gender a float column,TYPE_CAST
detect and remove outliers for income,REMOVE_OUTLIERS_COLUMN
convert status into numeric labels,LABEL_ENCODE_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
trim extreme observations in salary,REMOVE_OUTLIERS_COLUMN
I need to exclude country column,DROP_COLUMN
clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
kindly drop all duplicates,REMOVE_DUPLICATES_ROWS
remove redundant rows,REMOVE_DUPLICATES_ROWS
normalize experience,NORMALIZE_COLUMN
I want to convert income to 0-1 range,NORMALIZE_COLUMN
filter extreme values from price,REMOVE_OUTLIERS_COLUMN
kindly substitute blank values in gender by median,FILL_NA
I want to rescale score using min max normalization,NORMALIZE_COLUMN
perform standard scaling on salary,STANDARDIZE_COLUMN
kindly discard the department field,DROP_COLUMN
can you transform gender using label encoder,LABEL_ENCODE_COLUMN
can you convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
delete department from the dataset,DROP_COLUMN
typecast category into int,TYPE_CAST
label encode category,LABEL_ENCODE_COLUMN
remove outliers in age,REMOVE_OUTLIERS_COLUMN
I want to drop column country,DROP_COLUMN
delete city from the dataset,DROP_COLUMN
help me to transform price to zero mean and unit variance,STANDARDIZE_COLUMN
I want to eliminate abnormal values in price,REMOVE_OUTLIERS_COLUMN
please apply min max scaling to income,NORMALIZE_COLUMN
perform missing value imputation on gender using mean,FILL_NA
rescale quantity using min max normalization,NORMALIZE_COLUMN
I want to convert department into numeric labels,LABEL_ENCODE_COLUMN
can you drop anomalous data points in age,REMOVE_OUTLIERS_COLUMN
handle blank values for category with mean,FILL_NA
kindly normalize price,NORMALIZE_COLUMN
I need to perform missing value imputation on country using mean,FILL_NA
typecast city into string,TYPE_CAST
could you cast city as integer,TYPE_CAST
I want to perform standard scaling on score,STANDARDIZE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
could you apply standard scaler to income,STANDARDIZE_COLUMN
remove gender attribute completely,DROP_COLUMN
impute missing entries in category using most frequent value,FILL_NA
change data type of status to string,TYPE_CAST
apply z score normalization to score,STANDARDIZE_COLUMN
